antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({np.str_('Bananas'), np.str_('Butter')})",frozenset({np.str_('Milk')}),0.08630609896432681,0.31329113924050633,0.02991944764096663,0.3466666666666667,1.1065319865319865,1.0,0.002880511573028797,1.0510849909584088,0.10536959891493894,0.08093385214007782,0.04860215053763442,0.22108356290174472
frozenset({np.str_('Milk')}),"frozenset({np.str_('Bananas'), np.str_('Butter')})",0.31329113924050633,0.08630609896432681,0.02991944764096663,0.09550045913682277,1.1065319865319865,1.0,0.002880511573028797,1.0101651352566985,0.14019851116625304,0.08093385214007782,0.010062845075439534,0.22108356290174472
"frozenset({np.str_('Apples'), np.str_('Tea')})",frozenset({np.str_('Cheese')}),0.09464902186421174,0.29948216340621403,0.03135788262370541,0.331306990881459,1.1062661866512502,1.0,0.003012188791529223,1.0475925829061619,0.10610075709209002,0.08643933386201429,0.04543043133632504,0.21800700168472564
frozenset({np.str_('Cheese')}),"frozenset({np.str_('Apples'), np.str_('Tea')})",0.29948216340621403,0.09464902186421174,0.03135788262370541,0.10470701248799233,1.1062661866512502,1.0,0.003012188791529223,1.0112343006860038,0.13712487990505431,0.08643933386201429,0.01110949329782692,0.21800700168472564
frozenset({np.str_('Bananas')}),"frozenset({np.str_('Eggs'), np.str_('Coffee')})",0.3092635212888377,0.09148446490218642,0.030782508630609898,0.09953488372093025,1.0879976597923067,1.0,0.0024897008717346403,1.008940289493956,0.11709295581669647,0.08320373250388803,0.008861068972119551,0.21800643557115695
"frozenset({np.str_('Eggs'), np.str_('Coffee')})",frozenset({np.str_('Bananas')}),0.09148446490218642,0.3092635212888377,0.030782508630609898,0.33647798742138363,1.0879976597923067,1.0,0.0024897008717346403,1.0410151669675338,0.08902475836475245,0.08320373250388803,0.039399202114422986,0.21800643557115695
"frozenset({np.str_('Bananas'), np.str_('Apples')})",frozenset({np.str_('Coffee')}),0.10097813578826237,0.3173187571921749,0.03481012658227848,0.34472934472934474,1.0863818697000929,1.0,0.0027678700303643833,1.0418309401110721,0.08844429752066109,0.09077269317329333,0.04015137053485141,0.22721508034291354
frozenset({np.str_('Coffee')}),"frozenset({np.str_('Bananas'), np.str_('Apples')})",0.3173187571921749,0.10097813578826237,0.03481012658227848,0.10970081595648232,1.0863818697000927,1.0,0.0027678700303643833,1.0097974706981125,0.11647215750192409,0.09077269317329333,0.009702411604714413,0.22721508034291354
frozenset({np.str_('Milk')}),"frozenset({np.str_('Eggs'), np.str_('Juice')})",0.31329113924050633,0.08342922899884925,0.02819332566168009,0.08999081726354453,1.0786485545106235,1.0,0.0020556874626735215,1.0072104637944028,0.10617887708078619,0.07650273224043716,0.007158845200276464,0.21396092587315158
"frozenset({np.str_('Eggs'), np.str_('Juice')})",frozenset({np.str_('Milk')}),0.08342922899884925,0.31329113924050633,0.02819332566168009,0.33793103448275863,1.0786485545106235,1.0,0.0020556874626735215,1.0372165084388185,0.07955084105205167,0.07650273224043716,0.03588113777212777,0.21396092587315158
"frozenset({np.str_('Cheese'), np.str_('Butter')})",frozenset({np.str_('Bread')}),0.07968929804372843,0.29516685845799767,0.02531645569620253,0.31768953068592054,1.0763048817390448,1.0,0.0017948159399121498,1.0330094190853685,0.0770340163119156,0.07242798353909466,0.03195461578133056,0.20172975559637157
frozenset({np.str_('Bread')}),"frozenset({np.str_('Cheese'), np.str_('Butter')})",0.29516685845799767,0.07968929804372843,0.02531645569620253,0.08576998050682262,1.0763048817390448,1.0,0.0017948159399121498,1.0066511516067533,0.1005844155844155,0.07242798353909466,0.006607206077435265,0.20172975559637157
"frozenset({np.str_('Milk'), np.str_('Apples')})",frozenset({np.str_('Bananas')}),0.09867663981588032,0.3092635212888377,0.03279631760644419,0.3323615160349855,1.0746870974303346,1.0,0.0022792325080347176,1.0345965598162825,0.0771050671684,0.0874233128834356,0.033439662531282645,0.21920401383144625
frozenset({np.str_('Bananas')}),"frozenset({np.str_('Milk'), np.str_('Apples')})",0.3092635212888377,0.09867663981588032,0.03279631760644419,0.106046511627907,1.0746870974303346,1.0,0.0022792325080347176,1.0082441334005503,0.1006123179669293,0.0874233128834356,0.008176723402044285,0.21920401383144625
frozenset({np.str_('Tea')}),"frozenset({np.str_('Juice'), np.str_('Butter')})",0.2940161104718067,0.07968929804372843,0.025028768699654775,0.08512720156555773,1.068238818201728,1.0,0.0015988312426091882,1.005943890266641,0.09048328321576761,0.07178217821782178,0.005908769190959248,0.19960331197411457
"frozenset({np.str_('Juice'), np.str_('Butter')})",frozenset({np.str_('Tea')}),0.07968929804372843,0.2940161104718067,0.025028768699654775,0.31407942238267145,1.0682388182017277,1.0,0.0015988312426091882,1.0292501968384713,0.06941105877195804,0.07178217821782178,0.028418937327695945,0.19960331197411457
frozenset({np.str_('Apples')}),"frozenset({np.str_('Bananas'), np.str_('Cheese')})",0.3147295742232451,0.0883199079401611,0.029631760644418872,0.09414990859232175,1.0660100399573629,1.0,0.001834873622975762,1.006435944211366,0.09036218238732235,0.07935285053929123,0.006394787714392681,0.21482739729290354
"frozenset({np.str_('Bananas'), np.str_('Cheese')})",frozenset({np.str_('Apples')}),0.0883199079401611,0.3147295742232451,0.029631760644418872,0.3355048859934853,1.0660100399573629,1.0,0.001834873622975762,1.0312648074189399,0.06792133747131646,0.07935285053929123,0.030316953699981115,0.21482739729290354
frozenset({np.str_('Butter')}),frozenset({np.str_('Bread')}),0.28970080552359034,0.29516685845799767,0.09090909090909091,0.3138033763654419,1.0631389242166436,1.0,0.0053990142499414084,1.0271591512775637,0.08361146571922223,0.18404193360512527,0.026441035202561716,0.3108977895472434
frozenset({np.str_('Bread')}),frozenset({np.str_('Butter')}),0.29516685845799767,0.28970080552359034,0.09090909090909091,0.3079922027290449,1.0631389242166434,1.0,0.0053990142499414084,1.0264323570884457,0.08425988116765701,0.18404193360512527,0.025751679500267292,0.3108977895472434
"frozenset({np.str_('Bananas'), np.str_('Milk')})",frozenset({np.str_('Apples')}),0.0981012658227848,0.3147295742232451,0.03279631760644419,0.33431085043988273,1.0622161939022234,1.0,0.0019209479832777432,1.0294150448893102,0.06494305940289335,0.0862982588947767,0.028574523983640812,0.21925780181957574
frozenset({np.str_('Apples')}),"frozenset({np.str_('Bananas'), np.str_('Milk')})",0.3147295742232451,0.0981012658227848,0.03279631760644419,0.10420475319926875,1.0622161939022234,1.0,0.0019209479832777432,1.006813484887626,0.08547291823176771,0.0862982588947767,0.006767375477083954,0.21925780181957574
"frozenset({np.str_('Eggs'), np.str_('Apples')})",frozenset({np.str_('Bananas')}),0.08947065592635213,0.3092635212888377,0.029344073647871116,0.3279742765273312,1.0605010094967473,1.0,0.0016740635440654385,1.0278423199960358,0.06265526747823935,0.07943925233644861,0.027088123785507415,0.21142899872878188
frozenset({np.str_('Bananas')}),"frozenset({np.str_('Eggs'), np.str_('Apples')})",0.3092635212888377,0.08947065592635213,0.029344073647871116,0.09488372093023256,1.0605010094967473,1.0,0.0016740635440654385,1.0059805188891793,0.0825922205616941,0.07943925233644861,0.005944964914214339,0.21142899872878188
"frozenset({np.str_('Milk'), np.str_('Eggs')})",frozenset({np.str_('Juice')}),0.09263521288837745,0.2885500575373993,0.02819332566168009,0.3043478260869565,1.0547487970869998,1.0,0.0014634296527495441,1.0227092922899885,0.05720626868375751,0.07986960065199673,0.022205031734031832,0.20102735272443537
frozenset({np.str_('Juice')}),"frozenset({np.str_('Milk'), np.str_('Eggs')})",0.2885500575373993,0.09263521288837745,0.02819332566168009,0.09770687936191425,1.0547487970869998,1.0,0.0014634296527495441,1.0056208635060304,0.07295938998324757,0.07986960065199673,0.005589445993029137,0.20102735272443537
frozenset({np.str_('Bananas')}),"frozenset({np.str_('Milk'), np.str_('Butter')})",0.3092635212888377,0.09177215189873418,0.02991944764096663,0.09674418604651164,1.054178027265437,1.0,0.0015376687885100028,1.0055045692161284,0.07440409444782636,0.08062015503875969,0.005474434810793298,0.21138149741197054
"frozenset({np.str_('Milk'), np.str_('Butter')})",frozenset({np.str_('Bananas')}),0.09177215189873418,0.3092635212888377,0.02991944764096663,0.32601880877742945,1.054178027265437,1.0,0.0015376687885100028,1.0248601707388871,0.05658670597694999,0.08062015503875969,0.02425713424004367,0.21138149741197054
frozenset({np.str_('Butter')}),"frozenset({np.str_('Milk'), np.str_('Bananas')})",0.28970080552359034,0.0981012658227848,0.02991944764096663,0.10327706057596822,1.0527597142582568,1.0,0.0014994319092220092,1.0057718995752556,0.07055565940742135,0.08360128617363345,0.005738775936863015,0.204131198909685
"frozenset({np.str_('Milk'), np.str_('Bananas')})",frozenset({np.str_('Butter')}),0.0981012658227848,0.28970080552359034,0.02991944764096663,0.30498533724340177,1.0527597142582568,1.0,0.0014994319092220092,1.0219916680019228,0.055566801619433275,0.08360128617363345,0.02151844157880296,0.204131198909685
frozenset({np.str_('Eggs')}),"frozenset({np.str_('Bananas'), np.str_('Coffee')})",0.2974683544303797,0.09838895281933256,0.030782508630609898,0.10348162475822052,1.0517606071917385,1.0,0.0015149087413147723,1.00568049922849,0.07005135977098623,0.0843183609141056,0.005648413420413067,0.20817356091712197
"frozenset({np.str_('Bananas'), np.str_('Coffee')})",frozenset({np.str_('Eggs')}),0.09838895281933256,0.2974683544303797,0.030782508630609898,0.3128654970760234,1.0517606071917383,1.0,0.0015149087413147723,1.022407756531107,0.05458373342716923,0.0843183609141056,0.021916653495600916,0.20817356091712197
frozenset({np.str_('Butter')}),"frozenset({np.str_('Bread'), np.str_('Tea')})",0.28970080552359034,0.08227848101265822,0.025028768699654775,0.08639523336643495,1.0500343747612864,1.0,0.001192626473030256,1.0045060539350579,0.06708472414258655,0.07213930348258706,0.004485840495839473,0.1952955187811196
"frozenset({np.str_('Bread'), np.str_('Tea')})",frozenset({np.str_('Butter')}),0.08227848101265822,0.28970080552359034,0.025028768699654775,0.3041958041958042,1.0500343747612864,1.0,0.001192626473030256,1.0208320081419757,0.05192231470471667,0.07213930348258706,0.02040689160980779,0.1952955187811196
frozenset({np.str_('Butter')}),"frozenset({np.str_('Bread'), np.str_('Juice')})",0.28970080552359034,0.08716915995397008,0.026467203682393557,0.0913604766633565,1.0480825639664264,1.0,0.0012142278269137302,1.0046127387173247,0.06458784580978036,0.0755336617405583,0.0045915590550983975,0.19749541984983007
"frozenset({np.str_('Bread'), np.str_('Juice')})",frozenset({np.str_('Butter')}),0.08716915995397008,0.28970080552359034,0.026467203682393557,0.30363036303630364,1.0480825639664264,1.0,0.0012142278269137302,1.0200031086556973,0.050257608353087846,0.0755336617405583,0.01961083107095643,0.19749541984983007
"frozenset({np.str_('Milk'), np.str_('Apples')})",frozenset({np.str_('Bread')}),0.09867663981588032,0.29516685845799767,0.03049482163406214,0.3090379008746356,1.0469939019885317,1.0,0.001368747856417378,1.0200749685607882,0.04979855343904527,0.08392715756136185,0.019679895281727956,0.20617587051529052
frozenset({np.str_('Bread')}),"frozenset({np.str_('Milk'), np.str_('Apples')})",0.29516685845799767,0.09867663981588032,0.03049482163406214,0.10331384015594543,1.0469939019885315,1.0,0.001368747856417378,1.0051714864662031,0.06368117058144034,0.08392715756136185,0.005144879789998825,0.20617587051529052
"frozenset({np.str_('Cheese'), np.str_('Butter')})",frozenset({np.str_('Coffee')}),0.07968929804372843,0.3173187571921749,0.026467203682393557,0.33212996389891697,1.0466761146986723,1.0,0.001180294665640836,1.0221767797717165,0.048456039251396466,0.07142857142857144,0.021695640334022527,0.20776942437919557
frozenset({np.str_('Coffee')}),"frozenset({np.str_('Cheese'), np.str_('Butter')})",0.3173187571921749,0.07968929804372843,0.026467203682393557,0.08340888485947417,1.0466761146986723,1.0,0.001180294665640836,1.004058065536862,0.06532274317961116,0.07142857142857144,0.004041664198665899,0.20776942437919557
frozenset({np.str_('Apples')}),"frozenset({np.str_('Juice'), np.str_('Coffee')})",0.3147295742232451,0.0857307249712313,0.02819332566168009,0.08957952468007313,1.044894052979645,1.0,0.0012113310936343394,1.0042274968689486,0.06269812710978608,0.07573415765069552,0.004209700373799311,0.20921929254137883
"frozenset({np.str_('Juice'), np.str_('Coffee')})",frozenset({np.str_('Apples')}),0.0857307249712313,0.3147295742232451,0.02819332566168009,0.32885906040268453,1.0448940529796449,1.0,0.0012113310936343394,1.0210529344073647,0.046994002132004546,0.07573415765069552,0.02061884717033227,0.20921929254137883
frozenset({np.str_('Coffee')}),"frozenset({np.str_('Bananas'), np.str_('Eggs')})",0.3173187571921749,0.0929228998849252,0.030782508630609898,0.09700815956482323,1.0439639710443513,1.0,0.0012963295244325414,1.004524137978843,0.06168696905608673,0.08112206216830933,0.004503762336608157,0.21413875470501223
"frozenset({np.str_('Bananas'), np.str_('Eggs')})",frozenset({np.str_('Coffee')}),0.0929228998849252,0.3173187571921749,0.030782508630609898,0.33126934984520123,1.0439639710443513,1.0,0.0012963295244325414,1.0208613029024423,0.04642663418017564,0.08112206216830933,0.02043500213313087,0.21413875470501223
frozenset({np.str_('Juice')}),"frozenset({np.str_('Bread'), np.str_('Tea')})",0.2885500575373993,0.08227848101265822,0.02474108170310702,0.08574277168494517,1.0421044558631798,1.0,0.0009996212728146728,1.003789185980702,0.056790077017839266,0.0714879467996675,0.0037748822498023245,0.19322103619212294
"frozenset({np.str_('Bread'), np.str_('Tea')})",frozenset({np.str_('Juice')}),0.08227848101265822,0.2885500575373993,0.02474108170310702,0.30069930069930073,1.0421044558631798,1.0,0.0009996212728146728,1.017373417721519,0.044025661587810815,0.0714879467996675,0.017076736445923703,0.19322103619212294
frozenset({np.str_('Juice')}),"frozenset({np.str_('Butter'), np.str_('Tea')})",0.2885500575373993,0.08342922899884925,0.025028768699654775,0.08673978065802591,1.039680957128614,1.0,0.0009552598717359612,1.0036249817840113,0.053646043941231986,0.07213930348258706,0.0036118887530753583,0.19336989032901294
"frozenset({np.str_('Butter'), np.str_('Tea')})",frozenset({np.str_('Juice')}),0.08342922899884925,0.2885500575373993,0.025028768699654775,0.3,1.039680957128614,1.0,0.0009552598717359612,1.016357060660858,0.04164051056706425,0.07213930348258706,0.016093813182369566,0.19336989032901294
"frozenset({np.str_('Milk'), np.str_('Bread')})",frozenset({np.str_('Apples')}),0.09321058688147296,0.3147295742232451,0.03049482163406214,0.3271604938271605,1.0394971449206671,1.0,0.0011586933117573618,1.0184753117049017,0.04190211665549282,0.08079268292682927,0.01814016647489922,0.21202631638341574
frozenset({np.str_('Apples')}),"frozenset({np.str_('Milk'), np.str_('Bread')})",0.3147295742232451,0.09321058688147296,0.03049482163406214,0.09689213893967094,1.0394971449206671,1.0,0.0011586933117573618,1.0040765363883286,0.05544730130063534,0.08079268292682927,0.0040599857088503095,0.21202631638341574
"frozenset({np.str_('Eggs'), np.str_('Bread')})",frozenset({np.str_('Milk')}),0.0857307249712313,0.31329113924050633,0.027905638665132335,0.32550335570469796,1.0389804081079248,1.0,0.0010469621709807558,1.0181056741608414,0.04103598839962882,0.0751937984496124,0.017783688491633892,0.20728794966134806
frozenset({np.str_('Milk')}),"frozenset({np.str_('Eggs'), np.str_('Bread')})",0.31329113924050633,0.0857307249712313,0.027905638665132335,0.08907254361799816,1.0389804081079248,1.0,0.0010469621709807558,1.0036685892200898,0.05463442443821549,0.0751937984496124,0.0036551798666336066,0.20728794966134806
frozenset({np.str_('Bananas')}),frozenset({np.str_('Apples')}),0.3092635212888377,0.3147295742232451,0.10097813578826237,0.32651162790697674,1.0374354831852388,1.0,0.0036437594102449733,1.017494071422668,0.05224081608921267,0.19306930693069305,0.01719329076601645,0.32367628927341524
frozenset({np.str_('Apples')}),frozenset({np.str_('Bananas')}),0.3147295742232451,0.3092635212888377,0.10097813578826237,0.32084095063985374,1.0374354831852388,1.0,0.0036437594102449733,1.0170467129340666,0.05265751445432394,0.19306930693069305,0.016760993096264762,0.32367628927341524
"frozenset({np.str_('Cheese'), np.str_('Bread')})",frozenset({np.str_('Butter')}),0.08429228998849252,0.28970080552359034,0.02531645569620253,0.3003412969283277,1.0367292434189344,1.0,0.0008969113871081791,1.0152081169833562,0.03868920115385712,0.07260726072607261,0.014980294905980946,0.19386478947707347
frozenset({np.str_('Butter')}),"frozenset({np.str_('Cheese'), np.str_('Bread')})",0.28970080552359034,0.08429228998849252,0.02531645569620253,0.08738828202581926,1.0367292434189344,1.0,0.0008969113871081791,1.0033924526459066,0.049877572811959175,0.07260726072607261,0.003380982821786919,0.19386478947707347
"frozenset({np.str_('Bananas'), np.str_('Apples')})",frozenset({np.str_('Milk')}),0.10097813578826237,0.31329113924050633,0.03279631760644419,0.3247863247863248,1.03669170335837,1.0,0.0011607624069569292,1.0170245153020347,0.03936842105263165,0.08597285067873305,0.016739532868565138,0.21473476018930565
frozenset({np.str_('Milk')}),"frozenset({np.str_('Bananas'), np.str_('Apples')})",0.31329113924050633,0.10097813578826237,0.03279631760644419,0.1046831955922865,1.03669170335837,1.0,0.0011607624069569292,1.0041382667964944,0.0515401406742664,0.08597285067873305,0.004121212121212127,0.21473476018930565
frozenset({np.str_('Bread')}),"frozenset({np.str_('Apples'), np.str_('Butter')})",0.29516685845799767,0.0903337169159954,0.02761795166858458,0.09356725146198831,1.035795433381756,1.0,0.0009544322336561342,1.003567318757192,0.04903061224489795,0.07717041800643087,0.003554638229560838,0.1996498677692107
"frozenset({np.str_('Apples'), np.str_('Butter')})",frozenset({np.str_('Bread')}),0.0903337169159954,0.29516685845799767,0.02761795166858458,0.3057324840764331,1.0357954333817558,1.0,0.0009544322336561342,1.015218378184352,0.037990196078431376,0.07717041800643087,0.01499025087742105,0.1996498677692107
frozenset({np.str_('Eggs')}),"frozenset({np.str_('Milk'), np.str_('Juice')})",0.2974683544303797,0.09177215189873418,0.02819332566168009,0.09477756286266925,1.0327486160208097,1.0,0.0008940146538287848,1.0033200800605864,0.045136973708402216,0.07808764940239044,0.0033090936048901826,0.2009937971053158
"frozenset({np.str_('Milk'), np.str_('Juice')})",frozenset({np.str_('Eggs')}),0.09177215189873418,0.2974683544303797,0.02819332566168009,0.3072100313479624,1.0327486160208097,1.0,0.0008940146538287848,1.0140615155507189,0.034914314157718784,0.07808764940239044,0.013866531107910444,0.2009937971053158
frozenset({np.str_('Tea')}),"frozenset({np.str_('Apples'), np.str_('Juice')})",0.2940161104718067,0.09004602991944764,0.027330264672036825,0.09295499021526418,1.0323052587484292,1.0,0.0008552811916928971,1.0032070738104903,0.04432719941663448,0.07661290322580644,0.003196821368402875,0.19823468360603463
"frozenset({np.str_('Apples'), np.str_('Juice')})",frozenset({np.str_('Tea')}),0.09004602991944764,0.2940161104718067,0.027330264672036825,0.3035143769968051,1.032305258748429,1.0,0.0008552811916928971,1.0136374193684612,0.034391067773765736,0.07661290322580644,0.013453942314952925,0.19823468360603463
"frozenset({np.str_('Apples'), np.str_('Bread')})",frozenset({np.str_('Milk')}),0.09436133486766399,0.31329113924050633,0.03049482163406214,0.3231707317073171,1.0315348608031536,1.0,0.0009322515331167784,1.0145968753563692,0.03375608352712711,0.08085430968726164,0.014386871979318878,0.2102538690676163
frozenset({np.str_('Milk')}),"frozenset({np.str_('Apples'), np.str_('Bread')})",0.31329113924050633,0.09436133486766399,0.03049482163406214,0.09733700642791553,1.0315348608031536,1.0,0.0009322515331167784,1.0032965476389766,0.04451786801147723,0.08085430968726164,0.003285716119261229,0.2102538690676163
frozenset({np.str_('Bananas')}),"frozenset({np.str_('Milk'), np.str_('Eggs')})",0.3092635212888377,0.09263521288837745,0.029344073647871116,0.09488372093023256,1.0242727141412682,1.0,0.0006953815146703811,1.002484220087353,0.03430760059125689,0.07876447876447877,0.0024780640309094394,0.20582695363281814
"frozenset({np.str_('Milk'), np.str_('Eggs')})",frozenset({np.str_('Bananas')}),0.09263521288837745,0.3092635212888377,0.029344073647871116,0.3167701863354037,1.0242727141412682,1.0,0.0006953815146703811,1.010987027931792,0.026116851306153387,0.07876447876447877,0.01086762503201308,0.20582695363281814
frozenset({np.str_('Juice')}),frozenset({np.str_('Bread')}),0.2885500575373993,0.29516685845799767,0.08716915995397008,0.3020937188434696,1.0234676088692987,1.0,0.001998745962781448,1.0099252013808977,0.03222926417186808,0.17555040556199306,0.009827659877510352,0.29870767813518506
frozenset({np.str_('Bread')}),frozenset({np.str_('Juice')}),0.29516685845799767,0.2885500575373993,0.08716915995397008,0.2953216374269006,1.0234676088692984,1.0,0.001998745962781448,1.0096094619178813,0.03253182461103255,0.17555040556199306,0.00951799906830022,0.29870767813518506
frozenset({np.str_('Tea')}),frozenset({np.str_('Apples')}),0.2940161104718067,0.3147295742232451,0.09464902186421174,0.3219178082191781,1.0228393979614836,1.0,0.002113456600645422,1.010600829933396,0.031628778026322586,0.18410744264129825,0.01048963113764193,0.31132453482256894
frozenset({np.str_('Apples')}),frozenset({np.str_('Tea')}),0.3147295742232451,0.2940161104718067,0.09464902186421174,0.3007312614259598,1.0228393979614836,1.0,0.002113456600645422,1.0096031047631941,0.03258481161905777,0.18410744264129825,0.009511762313217665,0.31132453482256894
"frozenset({np.str_('Juice'), np.str_('Butter')})",frozenset({np.str_('Apples')}),0.07968929804372843,0.3147295742232451,0.025604142692750288,0.32129963898916963,1.0208752697681478,1.0,0.0005235638492983585,1.0096803613838354,0.022219022096090293,0.06942277691107644,0.009587550430878956,0.2013262363135976
frozenset({np.str_('Apples')}),"frozenset({np.str_('Juice'), np.str_('Butter')})",0.3147295742232451,0.07968929804372843,0.025604142692750288,0.08135283363802559,1.0208752697681478,1.0,0.0005235638492983585,1.001810853671802,0.029839904150038978,0.06942277691107644,0.0018075804081828482,0.2013262363135976
frozenset({np.str_('Juice')}),frozenset({np.str_('Tea')}),0.2885500575373993,0.2940161104718067,0.08659378596087457,0.3000997008973081,1.0206913506057171,1.0,0.0017554203673123825,1.0086920814768916,0.028493779328374054,0.1745939675174014,0.008617180244108725,0.29731012442125676
frozenset({np.str_('Tea')}),frozenset({np.str_('Juice')}),0.2940161104718067,0.2885500575373993,0.08659378596087457,0.29452054794520544,1.020691350605717,1.0,0.0017554203673123825,1.0084630252382494,0.028714391311764068,0.1745939675174014,0.008392003500822509,0.29731012442125676
frozenset({np.str_('Bread')}),"frozenset({np.str_('Milk'), np.str_('Eggs')})",0.29516685845799767,0.09263521288837745,0.027905638665132335,0.09454191033138402,1.0205828581114622,1.0,0.0005627938942821473,1.0021057821060546,0.028613507258573572,0.07753796962430057,0.0021013571058626675,0.19789207317811436
"frozenset({np.str_('Milk'), np.str_('Eggs')})",frozenset({np.str_('Bread')}),0.09263521288837745,0.29516685845799767,0.027905638665132335,0.3012422360248447,1.0205828581114622,1.0,0.0005627938942821473,1.00869454034011,0.02222672567644428,0.07753796962430057,0.008619596907085794,0.19789207317811436
"frozenset({np.str_('Milk'), np.str_('Cheese')})",frozenset({np.str_('Coffee')}),0.08889528193325662,0.3173187571921749,0.028768699654775604,0.32362459546925565,1.0198722519049255,1.0,0.0005605592714666152,1.009322985778076,0.0213861698768551,0.07621951219512195,0.009236870565163383,0.20714321341912464
frozenset({np.str_('Coffee')}),"frozenset({np.str_('Milk'), np.str_('Cheese')})",0.3173187571921749,0.08889528193325662,0.028768699654775604,0.09066183136899365,1.0198722519049253,1.0,0.0005605592714666152,1.001942675999619,0.028541930046354868,0.07621951219512195,0.0019389093270040848,0.20714321341912464
frozenset({np.str_('Butter')}),"frozenset({np.str_('Bread'), np.str_('Coffee')})",0.28970080552359034,0.08889528193325662,0.0261795166858458,0.0903674280039722,1.0165604522388587,1.0,0.0004264819025346922,1.001618396389968,0.022934942740532097,0.07428571428571427,0.0016157814151586218,0.19243290494049742
"frozenset({np.str_('Bread'), np.str_('Coffee')})",frozenset({np.str_('Butter')}),0.08889528193325662,0.28970080552359034,0.0261795166858458,0.29449838187702265,1.0165604522388587,1.0,0.0004264819025346922,1.0068002343725255,0.01788013060510696,0.07428571428571427,0.006754303525528841,0.19243290494049742
frozenset({np.str_('Butter')}),"frozenset({np.str_('Apples'), np.str_('Coffee')})",0.28970080552359034,0.09867663981588032,0.02905638665132336,0.10029791459781529,1.016430178256577,1.0,0.000469684610301644,1.001802012919877,0.02275743977799966,0.08086469175340272,0.0017987715103753416,0.1973792779986161
"frozenset({np.str_('Apples'), np.str_('Coffee')})",frozenset({np.str_('Butter')}),0.09867663981588032,0.28970080552359034,0.02905638665132336,0.2944606413994169,1.016430178256577,1.0,0.000469684610301644,1.006746378947969,0.017934286247009622,0.08086469175340272,0.006701170313638376,0.1973792779986161
